Item_Type,Item_ID,Purchase_ID,Sales_ID,Qty,Price,Cost,Supplier_ID,Warehouse_ID,Order_Date,Delivery_Date,Inventory_Valuation,Transfer_ID,Work_Order_ID,Purchase_Order_Qty,Sales_Order_Qty,Adjustment_Qty,Stock_Level,Stock_Check_Date,Customer_ID,Customer_Type,Shipping_ID,Region,Currency,Discount,Tax
Toys,2704,553200,656945,90,172.23,155.26,2819,138,2023-12-13 12:00:00,2024-01-13 12:00:00,41094.71,595756,919784,26,52,23,831,2024-02-10 12:00:00,49595,Retail,854031,Europe,EUR,27.66,10.53
Toys,7074,928927,924649,45,601.6,154.88,4854,390,2023-12-13 13:00:00,2024-01-13 13:00:00,27290.22,301977,136326,73,40,-24,346,2024-02-10 13:00:00,42957,Retail,556530,North America,USD,8.58,5.6
Electronics,3377,471373,969815,36,849.37,289.59,737,437,2023-12-13 14:00:00,2024-01-13 14:00:00,28827.15,577149,341594,42,40,-31,219,2024-02-10 14:00:00,52057,Retail,356609,North America,GBP,16.16,2.09
Food,9019,533963,283694,80,255.44,65.56,803,493,2023-12-13 15:00:00,2024-01-13 15:00:00,48773.57,263496,268654,80,40,-35,229,2024-02-10 15:00:00,12723,Distributor,888490,Africa,EUR,39.14,4.92
Clothing,6274,776915,117900,51,18.99,490.57,2126,150,2023-12-13 16:00:00,2024-01-13 16:00:00,18940.97,733969,110191,31,29,-20,442,2024-02-10 16:00:00,13772,Distributor,408610,Europe,USD,33.87,13.49
Electronics,4231,519839,111242,7,694.56,774.47,1753,473,2023-12-13 17:00:00,2024-01-13 17:00:00,40291.77,787725,457705,16,82,8,136,2024-02-10 17:00:00,85855,Wholesale,806955,Asia,USD,37.45,12.73
Clothing,7409,596929,458753,33,41.06,363.02,2850,291,2023-12-13 18:00:00,2024-01-13 18:00:00,25748.64,616935,480808,14,86,-13,172,2024-02-10 18:00:00,67614,Wholesale,170432,Asia,USD,13.49,2.59
Electronics,3215,792669,530407,48,415.18,585.24,1426,306,2023-12-13 19:00:00,2024-01-13 19:00:00,23721.84,351036,167723,22,46,1,603,2024-02-10 19:00:00,85345,Distributor,385342,Africa,USD,0.36,14.87
Food,7288,352140,689218,66,616.58,883.43,2498,414,2023-12-13 20:00:00,2024-01-13 20:00:00,8133.28,705489,245449,19,68,15,450,2024-02-10 20:00:00,96533,Retail,145024,North America,JPY,0.7,9.47
Electronics,7329,841140,511126,33,392.15,178.39,1942,381,2023-12-13 21:00:00,2024-01-13 21:00:00,37671.36,360657,782099,23,33,18,815,2024-02-10 21:00:00,12542,Retail,752393,North America,JPY,33.62,2.77
Clothing,1885,324535,455866,78,267.97,325.47,4759,212,2023-12-13 22:00:00,2024-01-13 22:00:00,41341.43,190926,474228,80,98,-18,811,2024-02-10 22:00:00,95545,Distributor,914152,Africa,USD,27.52,10.56
Toys,1864,494283,225272,84,801.27,27.37,2901,214,2023-12-13 23:00:00,2024-01-13 23:00:00,22112.99,413399,328381,40,68,-10,559,2024-02-10 23:00:00,87246,Distributor,511368,Asia,USD,20.52,2.61
Clothing,7917,641553,770338,27,307.92,212.55,3249,358,2023-12-14 00:00:00,2024-01-14 00:00:00,38413.0,108336,318988,13,97,30,292,2024-02-11 00:00:00,34175,Retail,650258,North America,JPY,38.49,11.04
Furniture,4054,172445,483352,47,188.25,702.58,3335,432,2023-12-14 01:00:00,2024-01-14 01:00:00,29474.92,967356,423226,57,82,-9,275,2024-02-11 01:00:00,41703,Distributor,980631,Asia,EUR,44.65,10.26
Furniture,9977,776776,900038,85,394.51,592.65,4275,453,2023-12-14 02:00:00,2024-01-14 02:00:00,13620.16,999127,759769,72,38,18,404,2024-02-11 02:00:00,39782,Retail,180349,Africa,JPY,43.96,13.39
Furniture,9648,966204,787391,66,140.35,706.51,1360,338,2023-12-14 03:00:00,2024-01-14 03:00:00,46262.06,134023,357612,13,83,16,786,2024-02-11 03:00:00,51564,Retail,961702,North America,EUR,37.45,14.67
Furniture,9536,614406,631709,43,693.49,385.66,1778,116,2023-12-14 04:00:00,2024-01-14 04:00:00,35141.8,864979,197462,87,87,43,999,2024-02-11 04:00:00,52734,Distributor,157097,Asia,USD,49.92,2.46
Food,1553,459045,417873,80,712.98,663.39,980,420,2023-12-14 05:00:00,2024-01-14 05:00:00,44038.4,704079,214139,88,95,-48,817,2024-02-11 05:00:00,70762,Retail,919879,Africa,GBP,0.72,10.09
Toys,6116,283863,364692,19,24.63,541.6,2471,305,2023-12-14 06:00:00,2024-01-14 06:00:00,14791.76,562709,780818,66,54,-18,834,2024-02-11 06:00:00,56370,Retail,335793,Africa,JPY,11.9,4.42
Toys,8683,257197,631540,68,697.92,298.93,1360,356,2023-12-14 07:00:00,2024-01-14 07:00:00,45901.8,639137,521228,44,21,-13,614,2024-02-11 07:00:00,89353,Distributor,742985,Asia,USD,39.58,1.18
Clothing,1787,831825,540840,10,306.0,374.1,607,187,2023-12-14 08:00:00,2024-01-14 08:00:00,18868.68,459712,494039,23,17,34,263,2024-02-11 08:00:00,92458,Distributor,103408,Asia,JPY,16.78,4.35
Electronics,9896,940141,702673,22,659.64,489.49,4413,473,2023-12-14 09:00:00,2024-01-14 09:00:00,1467.06,358234,150838,86,69,-9,489,2024-02-11 09:00:00,24753,Retail,264123,Asia,GBP,44.58,1.26
Clothing,5907,403204,583843,76,709.42,861.01,2511,412,2023-12-14 10:00:00,2024-01-14 10:00:00,4676.39,311692,679797,33,76,-34,517,2024-02-11 10:00:00,82004,Retail,436774,Europe,EUR,34.67,8.89
Clothing,8190,655699,474275,66,285.0,838.57,2576,479,2023-12-14 11:00:00,2024-01-14 11:00:00,5377.59,553286,111511,32,35,-7,919,2024-02-11 11:00:00,57434,Wholesale,405433,North America,GBP,1.15,0.09
Clothing,1814,152684,483472,2,193.53,887.9,2662,110,2023-12-14 12:00:00,2024-01-14 12:00:00,11150.03,382166,830097,62,29,-13,183,2024-02-11 12:00:00,81287,Wholesale,990893,Africa,JPY,23.25,9.27
Clothing,9335,790944,924481,98,828.1,19.69,1046,166,2023-12-14 13:00:00,2024-01-14 13:00:00,10139.58,544402,817492,89,90,30,586,2024-02-11 13:00:00,32994,Distributor,370914,Africa,JPY,5.79,10.66
Toys,3777,958379,268602,18,741.79,646.88,3362,304,2023-12-14 14:00:00,2024-01-14 14:00:00,3836.81,840898,464940,36,40,49,130,2024-02-11 14:00:00,47608,Distributor,929039,North America,USD,44.57,13.1
Electronics,4766,786962,523438,80,838.77,805.72,2476,410,2023-12-14 15:00:00,2024-01-14 15:00:00,44874.23,110014,209736,94,86,-10,517,2024-02-11 15:00:00,41621,Distributor,769728,Europe,USD,9.97,2.24
Clothing,5958,608311,884748,19,441.36,666.66,3186,185,2023-12-14 16:00:00,2024-01-14 16:00:00,41587.19,916153,930046,17,51,-11,186,2024-02-11 16:00:00,95608,Distributor,676647,North America,EUR,6.09,12.0
Toys,4825,172740,879807,89,461.81,377.68,4385,140,2023-12-14 17:00:00,2024-01-14 17:00:00,38378.34,887179,120439,42,59,-45,525,2024-02-11 17:00:00,22965,Wholesale,535552,North America,JPY,35.42,12.93
Clothing,2216,643187,264806,30,350.73,653.69,2618,204,2023-12-14 18:00:00,2024-01-14 18:00:00,24477.54,455039,494640,26,41,-14,531,2024-02-11 18:00:00,28203,Wholesale,795974,Africa,USD,15.17,12.83
Furniture,5470,845413,810588,6,504.07,402.5,893,129,2023-12-14 19:00:00,2024-01-14 19:00:00,21832.26,494555,969543,67,15,8,667,2024-02-11 19:00:00,62693,Distributor,331850,North America,EUR,31.65,13.14
Clothing,7772,593259,842974,27,650.1,644.21,2337,380,2023-12-14 20:00:00,2024-01-14 20:00:00,21842.86,255888,906641,71,41,47,373,2024-02-11 20:00:00,36438,Wholesale,300092,Asia,GBP,37.54,14.29
Clothing,8717,300660,813067,15,816.4,703.41,3156,355,2023-12-14 21:00:00,2024-01-14 21:00:00,13826.6,895441,275597,87,41,-2,497,2024-02-11 21:00:00,61840,Retail,887719,North America,JPY,30.06,7.19
Food,9747,682140,853771,31,191.34,759.66,675,419,2023-12-14 22:00:00,2024-01-14 22:00:00,30804.62,141081,531421,39,52,7,459,2024-02-11 22:00:00,66495,Distributor,412740,North America,GBP,28.96,4.08
Furniture,1862,767373,275126,44,411.36,656.58,4819,316,2023-12-14 23:00:00,2024-01-14 23:00:00,3894.9,107867,947375,55,41,-36,733,2024-02-11 23:00:00,90076,Distributor,672695,Africa,EUR,6.92,10.71
Electronics,7217,754608,469262,86,466.59,148.22,4025,202,2023-12-15 00:00:00,2024-01-15 00:00:00,33280.41,308258,799654,26,10,-11,320,2024-02-12 00:00:00,53472,Distributor,339219,Asia,GBP,1.68,3.67
Clothing,6938,465168,940000,76,493.11,842.97,983,261,2023-12-15 01:00:00,2024-01-15 01:00:00,26179.02,783667,204124,76,20,-16,599,2024-02-12 01:00:00,47736,Retail,783507,Asia,GBP,41.35,7.63
Electronics,3355,624966,166045,10,546.55,195.98,4720,285,2023-12-15 02:00:00,2024-01-15 02:00:00,41009.49,291415,166765,66,21,1,296,2024-02-12 02:00:00,65120,Retail,720796,North America,USD,20.45,8.74
Furniture,3395,617379,958783,21,803.73,325.02,811,355,2023-12-15 03:00:00,2024-01-15 03:00:00,48664.35,658964,256130,15,30,21,797,2024-02-12 03:00:00,52579,Wholesale,242668,Europe,GBP,11.26,10.68
Clothing,9667,785712,207560,47,887.39,389.05,1693,185,2023-12-15 04:00:00,2024-01-15 04:00:00,43953.9,220494,331254,65,30,16,565,2024-02-12 04:00:00,41632,Retail,334352,North America,USD,45.12,11.35
Food,1524,932229,611769,55,167.57,642.61,1017,281,2023-12-15 05:00:00,2024-01-15 05:00:00,36276.28,669345,365664,98,19,36,681,2024-02-12 05:00:00,13226,Wholesale,244172,Europe,USD,45.6,14.97
Toys,1561,764458,288719,95,715.56,632.61,763,216,2023-12-15 06:00:00,2024-01-15 06:00:00,22206.39,256902,792426,79,18,18,312,2024-02-12 06:00:00,15082,Wholesale,622054,Europe,USD,46.14,13.74
Food,9167,763819,158312,36,484.32,865.74,4211,484,2023-12-15 07:00:00,2024-01-15 07:00:00,11511.69,907927,863944,59,21,-8,584,2024-02-12 07:00:00,76859,Retail,977163,Africa,JPY,12.4,4.05
Food,9113,401038,666686,74,423.54,173.72,715,346,2023-12-15 08:00:00,2024-01-15 08:00:00,33578.79,297836,817827,76,41,-45,792,2024-02-12 08:00:00,55544,Wholesale,998388,North America,USD,34.3,13.63
Toys,8416,586431,423009,58,122.21,408.4,3099,245,2023-12-15 09:00:00,2024-01-15 09:00:00,10878.36,434812,582596,44,94,-27,300,2024-02-12 09:00:00,95920,Retail,584034,North America,JPY,26.52,13.75
Toys,5664,460346,726463,19,73.49,187.34,3243,371,2023-12-15 10:00:00,2024-01-15 10:00:00,1992.69,512094,378418,28,27,-7,986,2024-02-12 10:00:00,45594,Retail,514757,Africa,GBP,28.05,14.23
Toys,2205,440907,220201,87,978.03,606.94,2308,283,2023-12-15 11:00:00,2024-01-15 11:00:00,29088.42,427986,166424,84,59,35,348,2024-02-12 11:00:00,51351,Distributor,593047,Europe,USD,21.99,10.53
Clothing,3238,170442,869617,64,645.94,195.66,4939,301,2023-12-15 12:00:00,2024-01-15 12:00:00,20312.39,585445,105418,24,48,-40,927,2024-02-12 12:00:00,43506,Wholesale,716908,Asia,USD,8.87,8.94
Electronics,2160,107898,843788,10,457.9,781.76,1627,258,2023-12-15 13:00:00,2024-01-15 13:00:00,43924.91,748745,665797,46,78,13,731,2024-02-12 13:00:00,34889,Retail,738643,Africa,USD,19.42,5.67
Electronics,6239,412496,295297,49,764.15,884.55,3055,147,2023-12-15 14:00:00,2024-01-15 14:00:00,32643.22,743865,850715,40,14,-18,131,2024-02-12 14:00:00,79179,Wholesale,634329,North America,EUR,3.6,5.83
Toys,7974,409351,703100,54,100.22,288.57,2861,223,2023-12-15 15:00:00,2024-01-15 15:00:00,32715.26,891477,975543,64,80,-27,584,2024-02-12 15:00:00,94964,Retail,545982,Europe,USD,38.51,9.28
Food,1071,613259,991900,61,611.37,666.73,2481,432,2023-12-15 16:00:00,2024-01-15 16:00:00,39606.76,896745,690827,95,65,37,914,2024-02-12 16:00:00,49719,Distributor,551100,Europe,USD,24.12,11.88
Furniture,1754,434024,937783,59,664.01,481.86,846,261,2023-12-15 17:00:00,2024-01-15 17:00:00,17446.95,267095,560236,80,87,39,828,2024-02-12 17:00:00,97803,Retail,423213,Africa,EUR,8.0,4.41
Toys,8298,482762,243618,91,457.53,326.55,1149,261,2023-12-15 18:00:00,2024-01-15 18:00:00,47950.43,583179,732304,10,31,4,732,2024-02-12 18:00:00,44690,Distributor,186136,Asia,EUR,28.35,8.58
Food,7600,469538,284125,2,260.07,176.15,3217,333,2023-12-15 19:00:00,2024-01-15 19:00:00,11844.75,676576,603775,63,88,39,487,2024-02-12 19:00:00,65710,Wholesale,775725,Africa,JPY,3.17,6.94
Food,9152,258438,140526,75,955.04,648.69,764,475,2023-12-15 20:00:00,2024-01-15 20:00:00,43712.31,884193,930400,94,40,14,714,2024-02-12 20:00:00,15183,Wholesale,198994,Africa,GBP,5.61,8.51
Clothing,9243,866876,311650,8,308.12,147.08,3745,159,2023-12-15 21:00:00,2024-01-15 21:00:00,45631.21,287562,330741,43,27,-12,764,2024-02-12 21:00:00,56696,Retail,403928,Africa,USD,31.62,8.66
Clothing,3621,474526,204374,19,133.55,256.17,877,175,2023-12-15 22:00:00,2024-01-15 22:00:00,2912.98,553154,885509,81,17,48,355,2024-02-12 22:00:00,14069,Wholesale,994980,Africa,EUR,7.08,13.45
Electronics,4190,766196,348030,80,634.17,828.05,3441,139,2023-12-15 23:00:00,2024-01-15 23:00:00,31959.28,859542,247504,36,42,25,160,2024-02-12 23:00:00,35927,Wholesale,649121,Europe,USD,13.71,0.96
Electronics,4948,641730,531369,68,578.58,459.99,4275,244,2023-12-16 00:00:00,2024-01-16 00:00:00,37721.62,843104,145943,52,24,1,239,2024-02-13 00:00:00,33170,Distributor,292593,North America,JPY,32.82,8.71
Furniture,2287,418580,100229,14,757.22,769.41,4310,268,2023-12-16 01:00:00,2024-01-16 01:00:00,47737.69,127843,355071,96,16,-45,514,2024-02-13 01:00:00,27838,Distributor,711856,Asia,USD,24.82,12.3
Furniture,6358,346447,544854,22,756.25,691.95,3699,411,2023-12-16 02:00:00,2024-01-16 02:00:00,13317.57,300066,137225,25,44,2,223,2024-02-13 02:00:00,33935,Retail,463252,Asia,EUR,8.86,8.82
Furniture,8518,613481,255797,17,624.03,341.73,2574,496,2023-12-16 03:00:00,2024-01-16 03:00:00,28530.66,272119,166918,87,45,-16,719,2024-02-13 03:00:00,88174,Distributor,564759,Asia,EUR,12.87,6.33
Furniture,8036,613494,832616,63,215.46,200.13,3655,273,2023-12-16 04:00:00,2024-01-16 04:00:00,38882.76,730070,962895,34,49,35,213,2024-02-13 04:00:00,14282,Retail,443229,North America,USD,46.08,4.4
Food,5780,228934,281201,26,888.27,94.42,1739,171,2023-12-16 05:00:00,2024-01-16 05:00:00,8269.42,190879,675372,78,86,-41,484,2024-02-13 05:00:00,31513,Distributor,857432,Africa,USD,35.48,14.66
Food,2772,534136,131879,99,255.8,864.76,2446,238,2023-12-16 06:00:00,2024-01-16 06:00:00,42796.12,415728,672515,12,50,48,569,2024-02-13 06:00:00,13055,Distributor,830919,North America,EUR,14.69,2.13
Electronics,4902,221751,575770,36,103.04,295.61,4166,139,2023-12-16 07:00:00,2024-01-16 07:00:00,20778.26,306746,411982,77,20,38,839,2024-02-13 07:00:00,45737,Retail,365605,Europe,USD,1.84,4.84
Clothing,6726,600499,983086,45,308.48,607.44,3877,273,2023-12-16 08:00:00,2024-01-16 08:00:00,32347.79,885560,659636,84,96,-49,826,2024-02-13 08:00:00,49286,Wholesale,542843,Africa,GBP,42.57,5.79
Clothing,7200,636974,497933,30,488.4,658.62,2334,164,2023-12-16 09:00:00,2024-01-16 09:00:00,3059.87,136154,696855,81,60,-43,837,2024-02-13 09:00:00,13841,Retail,576050,Asia,JPY,42.14,6.99
Toys,4138,667892,577326,21,215.11,181.93,3612,131,2023-12-16 10:00:00,2024-01-16 10:00:00,11923.87,118899,500079,68,32,-4,847,2024-02-13 10:00:00,76829,Distributor,851919,North America,EUR,13.4,8.14
Food,8213,882697,178771,20,340.33,625.95,2495,207,2023-12-16 11:00:00,2024-01-16 11:00:00,24431.06,913606,917273,70,55,16,439,2024-02-13 11:00:00,49937,Wholesale,716345,North America,USD,25.71,11.92
Furniture,3416,141163,891621,42,518.56,13.33,1371,279,2023-12-16 12:00:00,2024-01-16 12:00:00,15171.27,957963,538920,95,13,-20,835,2024-02-13 12:00:00,62029,Distributor,452579,Europe,GBP,11.53,11.65
Furniture,8051,626779,711147,90,329.71,379.29,2565,365,2023-12-16 13:00:00,2024-01-16 13:00:00,47934.32,318037,263267,24,51,45,873,2024-02-13 13:00:00,74570,Distributor,864270,North America,EUR,21.31,1.83
Toys,2584,973174,582217,56,98.42,318.61,2736,463,2023-12-16 14:00:00,2024-01-16 14:00:00,39951.69,577490,923640,70,43,18,633,2024-02-13 14:00:00,70945,Distributor,267214,Africa,GBP,3.76,9.94
Clothing,2046,159382,332850,12,205.24,839.87,4675,214,2023-12-16 15:00:00,2024-01-16 15:00:00,43379.12,757315,597999,21,55,10,762,2024-02-13 15:00:00,15512,Retail,204159,North America,GBP,3.4,13.32
Furniture,7984,965896,745671,8,796.26,887.49,3880,498,2023-12-16 16:00:00,2024-01-16 16:00:00,23849.58,935466,759401,72,16,2,731,2024-02-13 16:00:00,64623,Wholesale,164005,Europe,GBP,9.29,0.65
Clothing,3165,926204,701796,99,954.79,262.7,1792,230,2023-12-16 17:00:00,2024-01-16 17:00:00,24208.46,261525,422968,33,46,-50,774,2024-02-13 17:00:00,97034,Distributor,813969,Asia,EUR,2.97,10.29
Toys,6719,177096,991930,93,156.95,550.95,2147,349,2023-12-16 18:00:00,2024-01-16 18:00:00,40454.26,104969,865256,80,29,-31,212,2024-02-13 18:00:00,28058,Wholesale,173362,Asia,USD,45.51,6.82
Clothing,8222,107011,232937,63,684.21,671.97,2125,236,2023-12-16 19:00:00,2024-01-16 19:00:00,19989.1,344919,192146,33,38,15,241,2024-02-13 19:00:00,45773,Wholesale,657583,Asia,USD,27.04,7.15
Clothing,2176,580836,591818,56,906.52,176.04,4842,235,2023-12-16 20:00:00,2024-01-16 20:00:00,24561.62,718902,405435,87,45,-43,559,2024-02-13 20:00:00,58020,Distributor,367503,Asia,EUR,37.09,14.86
Clothing,7411,521849,221389,7,306.15,619.52,4424,173,2023-12-16 21:00:00,2024-01-16 21:00:00,26900.9,160290,153107,71,80,11,595,2024-02-13 21:00:00,75120,Retail,516598,Asia,USD,14.16,1.46
Furniture,9074,760222,857389,62,831.17,235.64,688,479,2023-12-16 22:00:00,2024-01-16 22:00:00,30750.73,901265,562700,22,65,37,897,2024-02-13 22:00:00,38256,Distributor,160146,Europe,JPY,6.58,1.01
Electronics,4288,924550,586719,61,905.89,156.13,4005,107,2023-12-16 23:00:00,2024-01-16 23:00:00,32848.55,256878,383469,19,14,0,249,2024-02-13 23:00:00,33953,Distributor,400583,Africa,GBP,36.62,13.49
Food,2315,355178,497756,10,306.5,766.36,3720,371,2023-12-17 00:00:00,2024-01-17 00:00:00,34356.84,177753,948132,74,66,27,371,2024-02-14 00:00:00,49319,Wholesale,838790,Asia,JPY,4.06,7.13
Clothing,1892,950281,288513,50,66.17,454.72,1203,366,2023-12-17 01:00:00,2024-01-17 01:00:00,22756.45,363723,439173,14,24,-11,320,2024-02-14 01:00:00,63131,Wholesale,366633,North America,USD,24.11,4.63
Clothing,6169,276375,863961,20,917.63,270.78,1909,378,2023-12-17 02:00:00,2024-01-17 02:00:00,15462.2,735124,465513,56,73,11,721,2024-02-14 02:00:00,19678,Retail,365168,Europe,USD,42.29,8.87
Clothing,9298,504919,833360,28,337.18,367.2,1339,411,2023-12-17 03:00:00,2024-01-17 03:00:00,46087.55,112888,533435,17,54,38,205,2024-02-14 03:00:00,70543,Retail,796954,Europe,JPY,40.77,5.6
Electronics,4080,223793,792942,14,23.6,374.79,3129,249,2023-12-17 04:00:00,2024-01-17 04:00:00,41509.36,765935,673897,60,63,-34,554,2024-02-14 04:00:00,40420,Wholesale,918258,Africa,JPY,45.79,7.43
Toys,9936,470059,179132,76,480.17,694.18,3065,459,2023-12-17 05:00:00,2024-01-17 05:00:00,1168.43,786586,377152,87,11,-22,867,2024-02-14 05:00:00,67583,Distributor,931642,North America,GBP,42.47,8.27
Furniture,7466,115096,351894,8,124.72,798.65,1033,394,2023-12-17 06:00:00,2024-01-17 06:00:00,26133.25,495359,444879,46,65,-15,498,2024-02-14 06:00:00,26134,Wholesale,104626,Asia,GBP,10.81,10.4
Electronics,9813,946479,327993,7,902.68,430.72,2533,486,2023-12-17 07:00:00,2024-01-17 07:00:00,14455.55,860857,830579,90,49,-42,229,2024-02-14 07:00:00,82825,Retail,309037,North America,EUR,31.91,2.93
Clothing,6090,835002,180922,5,163.45,293.98,1841,235,2023-12-17 08:00:00,2024-01-17 08:00:00,32493.72,369380,305662,52,10,-50,290,2024-02-14 08:00:00,77345,Wholesale,275228,Africa,JPY,46.47,11.94
Electronics,5240,428035,514018,1,311.37,655.9,3128,232,2023-12-17 09:00:00,2024-01-17 09:00:00,25629.35,724137,816281,95,25,-5,370,2024-02-14 09:00:00,16229,Wholesale,532566,North America,EUR,12.71,12.73
Electronics,1411,218160,565570,73,792.55,815.25,2121,446,2023-12-17 10:00:00,2024-01-17 10:00:00,2037.16,168682,564646,66,15,-12,118,2024-02-14 10:00:00,38383,Wholesale,729059,Africa,JPY,18.2,2.56
Electronics,9305,632720,164761,82,808.28,107.11,3116,360,2023-12-17 11:00:00,2024-01-17 11:00:00,36660.85,254976,938234,53,81,17,863,2024-02-14 11:00:00,96308,Retail,302459,Africa,USD,42.94,7.37
Toys,3446,508916,157276,10,902.27,718.15,4195,118,2023-12-17 12:00:00,2024-01-17 12:00:00,14493.95,649851,289063,74,89,38,958,2024-02-14 12:00:00,77014,Wholesale,271976,Africa,JPY,20.4,4.9
Food,4346,749078,337538,58,502.42,503.67,4037,480,2023-12-17 13:00:00,2024-01-17 13:00:00,13751.59,350424,306221,58,56,41,442,2024-02-14 13:00:00,86082,Distributor,962103,Africa,JPY,26.44,3.38
Furniture,1085,618372,465937,65,986.85,781.51,2700,160,2023-12-17 14:00:00,2024-01-17 14:00:00,2564.38,448495,280487,48,85,-2,705,2024-02-14 14:00:00,94172,Wholesale,294223,Africa,GBP,44.09,4.82
Toys,8749,419006,728677,60,521.03,465.12,1172,401,2023-12-17 15:00:00,2024-01-17 15:00:00,41588.47,319137,853525,85,15,21,472,2024-02-14 15:00:00,85452,Distributor,861303,Africa,USD,30.47,10.63
Toys,5142,197186,829933,20,792.8,777.01,862,245,2023-12-17 16:00:00,2024-01-17 16:00:00,29363.14,209212,444322,39,57,-45,956,2024-02-14 16:00:00,85171,Wholesale,305638,Asia,EUR,38.66,14.71
Food,8087,408762,694009,58,368.28,501.26,3579,287,2023-12-17 17:00:00,2024-01-17 17:00:00,24757.29,428577,320163,89,11,40,715,2024-02-14 17:00:00,40876,Wholesale,825110,Europe,JPY,29.8,13.14
Toys,8368,182774,136994,43,941.88,134.67,1883,485,2023-12-17 18:00:00,2024-01-17 18:00:00,34114.83,688373,683102,75,84,-10,120,2024-02-14 18:00:00,48186,Retail,386450,Africa,EUR,46.2,0.72
Electronics,6834,996671,976448,29,688.17,9.43,640,277,2023-12-17 19:00:00,2024-01-17 19:00:00,17923.13,835818,794403,60,70,-5,382,2024-02-14 19:00:00,58916,Retail,528646,North America,EUR,23.6,1.65
Electronics,1803,884912,218569,2,86.33,559.91,2787,426,2023-12-17 20:00:00,2024-01-17 20:00:00,28904.25,341058,787124,88,20,-6,630,2024-02-14 20:00:00,97617,Distributor,164291,Europe,JPY,33.88,6.14
Clothing,7719,683946,107692,26,117.43,534.94,1128,276,2023-12-17 21:00:00,2024-01-17 21:00:00,13214.4,821759,825845,55,19,19,637,2024-02-14 21:00:00,24443,Wholesale,840851,Africa,USD,23.96,13.8
Toys,7085,717600,551612,75,891.9,193.15,2149,213,2023-12-17 22:00:00,2024-01-17 22:00:00,4084.8,946820,385098,17,84,-42,352,2024-02-14 22:00:00,43180,Distributor,648177,North America,GBP,9.39,0.48
Clothing,5182,483195,226728,89,811.46,766.32,3420,307,2023-12-17 23:00:00,2024-01-17 23:00:00,28505.82,438798,337618,15,84,9,276,2024-02-14 23:00:00,75740,Retail,891995,Africa,GBP,37.6,6.83
Furniture,1264,228081,827701,98,336.79,781.65,2527,117,2023-12-18 00:00:00,2024-01-18 00:00:00,11838.39,100959,692466,68,71,-11,353,2024-02-15 00:00:00,40865,Retail,191537,Africa,JPY,27.66,14.95
Electronics,4093,971976,528089,59,526.38,724.74,4622,463,2023-12-18 01:00:00,2024-01-18 01:00:00,37752.07,895780,305823,14,17,18,925,2024-02-15 01:00:00,98311,Wholesale,222604,Africa,EUR,0.91,5.08
Furniture,5798,246451,531160,1,854.22,843.25,655,189,2023-12-18 02:00:00,2024-01-18 02:00:00,23140.31,239226,371830,87,19,-24,580,2024-02-15 02:00:00,55934,Retail,434232,Asia,GBP,10.98,14.13
Food,9143,678886,965673,31,112.4,458.46,4808,320,2023-12-18 03:00:00,2024-01-18 03:00:00,13269.53,483794,321968,77,61,-11,583,2024-02-15 03:00:00,79870,Distributor,448602,Africa,GBP,37.89,12.46
Electronics,1325,404164,971448,38,146.76,633.56,2727,243,2023-12-18 04:00:00,2024-01-18 04:00:00,30808.95,847723,948259,12,13,-50,934,2024-02-15 04:00:00,30989,Wholesale,915036,Africa,USD,2.07,0.25
Furniture,2206,632861,329565,22,718.37,814.5,3344,145,2023-12-18 05:00:00,2024-01-18 05:00:00,6714.42,774695,869055,41,12,32,970,2024-02-15 05:00:00,39231,Distributor,547987,Asia,GBP,10.3,3.74
Food,2440,515631,262750,66,91.38,413.34,2640,202,2023-12-18 06:00:00,2024-01-18 06:00:00,38309.77,274204,895676,97,54,12,252,2024-02-15 06:00:00,98839,Retail,198155,North America,GBP,10.05,2.77
Furniture,6184,953100,454379,47,359.04,558.49,3760,193,2023-12-18 07:00:00,2024-01-18 07:00:00,23156.72,703778,368638,71,39,-3,688,2024-02-15 07:00:00,17038,Retail,894062,Asia,USD,13.02,5.47
Food,9746,413772,585746,1,259.29,463.95,3815,491,2023-12-18 08:00:00,2024-01-18 08:00:00,40819.64,428927,769524,97,84,-15,433,2024-02-15 08:00:00,81984,Retail,219366,North America,JPY,24.97,13.34
Food,6136,152287,195106,88,762.68,885.01,4283,163,2023-12-18 09:00:00,2024-01-18 09:00:00,7766.72,597982,467793,39,56,37,971,2024-02-15 09:00:00,84127,Retail,672774,North America,EUR,46.24,1.13
Electronics,9140,475982,512498,50,12.42,396.68,4396,241,2023-12-18 10:00:00,2024-01-18 10:00:00,19744.57,848827,713065,58,43,-5,813,2024-02-15 10:00:00,25076,Wholesale,661543,Africa,USD,37.77,2.73
Clothing,6819,602550,548224,36,124.23,288.74,544,377,2023-12-18 11:00:00,2024-01-18 11:00:00,9821.45,383865,548680,21,76,-50,602,2024-02-15 11:00:00,19781,Wholesale,398246,Africa,EUR,20.84,0.83
Food,9069,363088,899225,45,108.02,568.52,1092,471,2023-12-18 12:00:00,2024-01-18 12:00:00,3998.58,467148,573389,98,66,16,699,2024-02-15 12:00:00,94488,Wholesale,371759,Africa,GBP,22.77,13.94
Food,3036,499056,257614,36,324.9,256.22,2266,177,2023-12-18 13:00:00,2024-01-18 13:00:00,47812.03,458292,364713,59,30,37,731,2024-02-15 13:00:00,43449,Wholesale,340214,Africa,USD,5.36,1.86
